CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],RESISTANCE [Ω],TOLERANCE [%],DRIFT [ppm/K],TCORNER [°C],TMIN [°C],TMAX [°C],VMAX [V],IMAX [A],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKP,SUPPLIER1_STATUS,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_300k0_F_100ppmK_Yageo_RC2512FK-07300KL,0,Resistor 2512 (6432 Metric) 300 kΩ 1 % 100 ppm/K,,R,300 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,300 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC2512FK-07300KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,13-RC2512FK-07300KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_300k0_F_100ppmK_VishayDale_CRCW2512300KFKEG,0,Resistor 2512 (6432 Metric) 300 kΩ 1 % 100 ppm/K,,R,300 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,300 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW2512300KFKEG,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,CRCW2512300KFKEG-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_300k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT300K,0,Resistor 2512 (6432 Metric) 300 kΩ 1 % 100 ppm/K,,R,300 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,300 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF2512FT300K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,738-RMCF2512FT300KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_2512_330k0_F_100ppmK_generic,0,generic Resistor 2512 (6432 Metric) 330 kΩ 1 % 100 ppm/K,,R,330 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,330 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_2512_330k0_F_100ppmK_Yageo_RC2512FK-07330KL, R_2512_330k0_F_100ppmK_VishayDale_CRCW2512330KFKEG, R_2512_330k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT330K"
Passive Component / Resistor / Metal thickfilm,specific,R_2512_330k0_F_100ppmK_Yageo_RC2512FK-07330KL,0,Resistor 2512 (6432 Metric) 330 kΩ 1 % 100 ppm/K,,R,330 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,330 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC2512FK-07330KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,13-RC2512FK-07330KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_330k0_F_100ppmK_VishayDale_CRCW2512330KFKEG,0,Resistor 2512 (6432 Metric) 330 kΩ 1 % 100 ppm/K,,R,330 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,330 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW2512330KFKEG,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-330KAFCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_330k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT330K,0,Resistor 2512 (6432 Metric) 330 kΩ 1 % 100 ppm/K,,R,330 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,330 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF2512FT330K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF2512FT330KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_2512_360k0_F_100ppmK_generic,0,generic Resistor 2512 (6432 Metric) 360 kΩ 1 % 100 ppm/K,,R,360 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,360 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_2512_360k0_F_100ppmK_Yageo_RC2512FK-07360KL, R_2512_360k0_F_100ppmK_VishayDale_CRCW2512360KFKEG, R_2512_360k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT360K"
Passive Component / Resistor / Metal thickfilm,specific,R_2512_360k0_F_100ppmK_Yageo_RC2512FK-07360KL,0,Resistor 2512 (6432 Metric) 360 kΩ 1 % 100 ppm/K,,R,360 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,360 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC2512FK-07360KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,RC2512FK-07360KL-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_360k0_F_100ppmK_VishayDale_CRCW2512360KFKEG,0,Resistor 2512 (6432 Metric) 360 kΩ 1 % 100 ppm/K,,R,360 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,360 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW2512360KFKEG,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,CRCW2512360KFKEG-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_360k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT360K,0,Resistor 2512 (6432 Metric) 360 kΩ 1 % 100 ppm/K,,R,360 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,360 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF2512FT360K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF2512FT360K-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_2512_390k0_F_100ppmK_generic,0,generic Resistor 2512 (6432 Metric) 390 kΩ 1 % 100 ppm/K,,R,390 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,390 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_2512_390k0_F_100ppmK_Yageo_RC2512FK-07390KL, R_2512_390k0_F_100ppmK_VishayDale_CRCW2512390KFKEG, R_2512_390k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT390K"
Passive Component / Resistor / Metal thickfilm,specific,R_2512_390k0_F_100ppmK_Yageo_RC2512FK-07390KL,0,Resistor 2512 (6432 Metric) 390 kΩ 1 % 100 ppm/K,,R,390 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,390 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC2512FK-07390KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,13-RC2512FK-07390KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_390k0_F_100ppmK_VishayDale_CRCW2512390KFKEG,0,Resistor 2512 (6432 Metric) 390 kΩ 1 % 100 ppm/K,,R,390 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,390 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW2512390KFKEG,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,CRCW2512390KFKEG-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_390k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT390K,0,Resistor 2512 (6432 Metric) 390 kΩ 1 % 100 ppm/K,,R,390 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,390 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF2512FT390K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF2512FT390K-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_2512_430k0_F_100ppmK_generic,0,generic Resistor 2512 (6432 Metric) 430 kΩ 1 % 100 ppm/K,,R,430 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,430 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_2512_430k0_F_100ppmK_Yageo_RC2512FK-07430KL, R_2512_430k0_F_100ppmK_VishayDale_CRCW2512430KFKEG, R_2512_430k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT430K"
Passive Component / Resistor / Metal thickfilm,specific,R_2512_430k0_F_100ppmK_Yageo_RC2512FK-07430KL,0,Resistor 2512 (6432 Metric) 430 kΩ 1 % 100 ppm/K,,R,430 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,430 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC2512FK-07430KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,RC2512FK-07430KL-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_430k0_F_100ppmK_VishayDale_CRCW2512430KFKEG,0,Resistor 2512 (6432 Metric) 430 kΩ 1 % 100 ppm/K,,R,430 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,430 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW2512430KFKEG,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,CRCW2512430KFKEG-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_430k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT430K,0,Resistor 2512 (6432 Metric) 430 kΩ 1 % 100 ppm/K,,R,430 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,430 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF2512FT430K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF2512FT430K-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_2512_470k0_F_100ppmK_generic,0,generic Resistor 2512 (6432 Metric) 470 kΩ 1 % 100 ppm/K,,R,470 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,470 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_2512_470k0_F_100ppmK_Yageo_RC2512FK-07470KL, R_2512_470k0_F_100ppmK_VishayDale_CRCW2512470KFKEG, R_2512_470k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT470K"
Passive Component / Resistor / Metal thickfilm,specific,R_2512_470k0_F_100ppmK_Yageo_RC2512FK-07470KL,0,Resistor 2512 (6432 Metric) 470 kΩ 1 % 100 ppm/K,,R,470 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,470 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC2512FK-07470KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,13-RC2512FK-07470KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_470k0_F_100ppmK_VishayDale_CRCW2512470KFKEG,0,Resistor 2512 (6432 Metric) 470 kΩ 1 % 100 ppm/K,,R,470 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,470 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW2512470KFKEG,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-470KAFCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_2512_470k0_F_100ppmK_StackpoleElectronicsInc_RMCF2512FT470K,0,Resistor 2512 (6432 Metric) 470 kΩ 1 % 100 ppm/K,,R,470 kΩ,Device:R,Resistor_SMD:R_2512_6432Metric,2512,0.75 mm,470 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,200 V,-,1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF2512FT470K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF2512FT470KCT-ND,ACTIVE,
